SiteID;SiteName;SiteCode;FullSiteCode;Latitude;Longitude;Elevation;State;County;Comments;Discharge.start;Discharge.end;Precipitation.start;Precipitation.end;Tmax.start;Tmax.end;Tmin.start;Tmin.end;Water_Level.start;Water_Level.end
170;S. Dalmazio;TOS01005377;OD:TOS01005377;43.253188;10.944448;NA;NA;Toscana;NA;NA;NA;2006;2015;2008;2015;2008;2015;2007;2015
171;Ponte SR439;TOS01005386;OD:TOS01005386;43.334223;10.857936;NA;NA;Toscana;NA;NA;NA;2006;2015;2008;2015;2008;2015;2010;2015
172;Montegemoli;TOS01005395;OD:TOS01005395;43.354193;10.786002;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2008;2015
173;Ponte di Monterufoli;TOS01005401;OD:TOS01005401;43.323359;10.669795;NA;NA;Toscana;NA;1940;2013;2004;2015;2005;2015;2005;2015;2004;2015
174;Case Grisella;TOS01005403;OD:TOS01005403;43.309887;10.674415;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2007;2015
175;Steccaia;TOS01005415;OD:TOS01005415;43.339141;10.575043;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009;2015
176;Portoferraio;TOS01005441;OD:TOS01005441;42.812224;10.330276;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004;2015
177;SP Lodano;TOS01005461;OD:TOS01005461;43.113247;10.72514;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2007;2015
178;Molino del Balzone;TOS01005465;OD:TOS01005465;43.126981;10.718876;NA;NA;Toscana;NA;1976;1997;NA;NA;NA;NA;NA;NA;2006;2015
179;Ponte per Montioni;TOS01005471;OD:TOS01005471;43.072997;10.71299;NA;NA;Toscana;NA;1990;2005;NA;NA;NA;NA;NA;NA;1999;2015
180;Calzalunga;TOS01005485;OD:TOS01005485;43.067444;10.722992;NA;NA;Toscana;NA;1997;2012;2014;2015;NA;NA;NA;NA;1998;2015
181;Vecchia SS Aurelia;TOS01005489;OD:TOS01005489;43.020657;10.614934;NA;NA;Toscana;NA;NA;NA;2006;2015;NA;NA;NA;NA;2006;2015
182;La Cura SP152;TOS01005572;OD:TOS01005572;42.937503;10.798058;NA;NA;Toscana;NA;2006;2010;NA;NA;NA;NA;NA;NA;2004;2015
183;Cura Nuova;TOS01005573;OD:TOS01005573;42.973053;10.819168;NA;NA;Toscana;NA;2006;2010;NA;NA;NA;NA;NA;NA;2004;2015
184;Macchiascandona;TOS01005601;OD:TOS01005601;42.806948;11.000554;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004;2015
185;Buonconvento;TOS01005672;OD:TOS01005672;43.135285;11.476082;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2006;2015
186;Monte Amiata Scalo;TOS01005761;OD:TOS01005761;42.975772;11.546923;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009;2015
187;Roccastrada;TOS01005785;OD:TOS01005785;42.987503;11.225833;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2007;2015
188;Sasso d'Ombrone;TOS01005791;OD:TOS01005791;42.934931;11.322468;NA;NA;Toscana;NA;1940;2015;NA;NA;NA;NA;NA;NA;1998;2015
189;Montieri;TOS01005801;OD:TOS01005801;43.121114;11.059441;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004;2015
190;Istia;TOS01005822;OD:TOS01005822;42.782779;11.195559;NA;NA;Toscana;NA;2013;2013;NA;NA;NA;NA;NA;NA;2005;2015
191;Livorno Mareografo;TOS01005981;OD:TOS01005981;43.546256;10.299632;NA;NA;Toscana;NA;NA;NA;2003;2015;NA;NA;NA;NA;2007;2015
193;Vergheto;TOS02000047;OD:TOS02000047;44.094489;10.170679;NA;NA;Toscana;NA;NA;NA;2001;2015;NA;NA;NA;NA;NA;NA
194;Terrinca;TOS02000064;OD:TOS02000064;44.028371;10.275435;NA;NA;Toscana;NA;NA;NA;2001;2015;NA;NA;NA;NA;NA;NA
195;Pomezzana;TOS02000075;OD:TOS02000075;43.985157;10.314746;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
196;Cardoso;TOS02000077;OD:TOS02000077;44.009785;10.318978;NA;NA;Toscana;NA;NA;NA;1998;2015;NA;NA;NA;NA;NA;NA
197;Gallena;TOS02000078;OD:TOS02000078;43.993574;10.253632;NA;NA;Toscana;NA;NA;NA;2001;2015;NA;NA;NA;NA;NA;NA
198;Retignano;TOS02000079;OD:TOS02000079;44.005026;10.271503;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
199;Cervaiole;TOS02000081;OD:TOS02000081;44.039262;10.245609;NA;NA;Toscana;NA;NA;NA;1996;2015;2001;2015;2001;2015;NA;NA
200;Azzano;TOS02000083;OD:TOS02000083;44.0236;10.228438;NA;NA;Toscana;NA;NA;NA;1996;2015;2014;2015;2014;2015;NA;NA
201;Cerreta S. Nicola;TOS02000085;OD:TOS02000085;44.00971;10.202756;NA;NA;Toscana;NA;NA;NA;2001;2013;NA;NA;NA;NA;NA;NA
202;Cerreto;TOS02000088;OD:TOS02000088;44.031856;10.173198;NA;NA;Toscana;NA;NA;NA;1998;2015;NA;NA;NA;NA;NA;NA
203;Pedona;TOS02000106;OD:TOS02000106;43.917927;10.297917;NA;NA;Toscana;NA;NA;NA;1999;2013;NA;NA;NA;NA;NA;NA
204;Vallelunga;TOS02000108;OD:TOS02000108;43.971328;10.337689;NA;NA;Toscana;NA;NA;NA;1999;2015;1999;2015;1999;2015;NA;NA
205;Passo Pradarena;TOS02000155;OD:TOS02000155;44.285808;10.300464;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
206;Capanne di Sillano;TOS02000161;OD:TOS02000161;44.258034;10.309084;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
207;Monte Castellino;TOS02000171;OD:TOS02000171;44.259698;10.381856;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
208;Orto di Donna;TOS02000177;OD:TOS02000177;44.134767;10.197383;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
209;Vagli di Sotto;TOS02000191;OD:TOS02000191;44.108546;10.289426;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
210;Villacollemandina;TOS02000203;OD:TOS02000203;44.160529;10.386305;NA;NA;Toscana;NA;NA;NA;1938;2015;NA;NA;NA;NA;NA;NA
211;Casone di Profecchia;TOS02000221;OD:TOS02000221;44.21118;10.44567;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
212;Alpe S. Pellegrino;TOS02000228;OD:TOS02000228;44.190917;10.48056;NA;NA;Toscana;NA;NA;NA;1996;2013;NA;NA;NA;NA;NA;NA
213;Monte Macina;TOS02000237;OD:TOS02000237;44.08179;10.251317;NA;NA;Toscana;NA;NA;NA;1998;2013;NA;NA;NA;NA;NA;NA
214;Campagrina;TOS02000241;OD:TOS02000241;44.059003;10.259342;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
215;Monte Romecchio;TOS02000275;OD:TOS02000275;44.155531;10.526874;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
216;Fornovolasco;TOS02000281;OD:TOS02000281;44.028957;10.360547;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
217;Gallicano;TOS02000299;OD:TOS02000299;44.06303;10.43964;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
218;Palagnana;TOS02000329;OD:TOS02000329;43.997799;10.347024;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
219;Fabbriche Vallico;TOS02000332;OD:TOS02000332;43.99664;10.42742;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
220;Tereglio;TOS02000339;OD:TOS02000339;44.059846;10.567786;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
221;Boscolungo;TOS02000351;OD:TOS02000351;44.139094;10.67354;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
222;Melo;TOS02000359;OD:TOS02000359;44.131362;10.743544;NA;NA;Toscana;NA;NA;NA;1952;2015;NA;NA;NA;NA;NA;NA
223;Croce Arcana;TOS02000372;OD:TOS02000372;44.131916;10.778274;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
224;Pian di Novello;TOS02000381;OD:TOS02000381;44.116087;10.692432;NA;NA;Toscana;NA;NA;NA;1996;2013;NA;NA;NA;NA;NA;NA
225;Selva dei Porci;TOS02000401;OD:TOS02000401;44.077198;10.813551;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
226;Monte Oppio;TOS02000421;OD:TOS02000421;44.042468;10.836892;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
227;S. Marcello Pistoiese;TOS02000431;OD:TOS02000431;44.055275;10.788086;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
228;Prunetta;TOS02000441;OD:TOS02000441;44.008489;10.80397;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
229;Convalle;TOS02000483;OD:TOS02000483;43.937471;10.417144;NA;NA;Toscana;NA;NA;NA;1996;2015;NA;NA;NA;NA;NA;NA
232;Lucca;TOS02000512;OD:TOS02000512;43.842185;10.5127;NA;NA;Toscana;NA;NA;NA;NA;NA;1953;2015;1953;2015;NA;NA
235;Canevara;TOS02004011;OD:TOS02004011;44.058304;10.168239;NA;NA;Toscana;NA;1940;2008;NA;NA;NA;NA;NA;NA;1998;2015
236;Ruosina;TOS02004017;OD:TOS02004017;43.999051;10.266745;NA;NA;Toscana;NA;2006;2014;NA;NA;NA;NA;NA;NA;2004;2015
237;Seravezza 1;TOS02004028;OD:TOS02004028;43.992189;10.222692;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998;2015
238;Seravezza 2;TOS02004029;OD:TOS02004029;43.992815;10.223503;NA;NA;Toscana;NA;NA;NA;NA;NA;1998;2015;1998;2015;1998;2015
239;Ponte Tavole;TOS02004045;OD:TOS02004045;43.972565;10.18483;NA;NA;Toscana;NA;NA;NA;NA;NA;1998;2015;1998;2015;1998;2015
240;Forte dei Marmi;TOS02004055;OD:TOS02004055;43.955553;10.163333;NA;NA;Toscana;NA;NA;NA;NA;NA;2001;2015;2001;2015;2011;2015
241;Camaiore;TOS02004059;OD:TOS02004059;43.927626;10.275355;NA;NA;Toscana;NA;2006;2006;NA;NA;NA;NA;NA;NA;1998;2015
242;Torre del Lago;TOS02004081;OD:TOS02004081;43.832462;10.307692;NA;NA;Toscana;NA;NA;NA;NA;NA;2013;2013;2013;2013;1999;2015
243;Padule Massaciuccoli;TOS02004085;OD:TOS02004085;43.842726;10.326489;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010;2013
244;Viareggio 1;TOS02004091;OD:TOS02004091;43.867634;10.259289;NA;NA;Toscana;NA;NA;NA;NA;NA;2013;2013;2013;2013;1998;2015
245;Viareggio 2;TOS02004101;OD:TOS02004101;43.867359;10.258476;NA;NA;Toscana;NA;NA;NA;NA;NA;2013;2013;2013;2013;1999;2015
246;Camporgiano;TOS02004115;OD:TOS02004115;44.162935;10.338424;NA;NA;Toscana;NA;2006;2012;NA;NA;NA;NA;NA;NA;1999;2015
247;Ponte di Campia;TOS02004165;OD:TOS02004165;44.090525;10.453248;NA;NA;Toscana;NA;2006;2008;NA;NA;NA;NA;NA;NA;1998;2015
248;Calavorno;TOS02004195;OD:TOS02004195;44.021363;10.531037;NA;NA;Toscana;NA;1996;2015;NA;NA;NA;NA;NA;NA;1998;2015
249;Fornoli;TOS02004203;OD:TOS02004203;44.003558;10.551038;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000;2015
250;Casotti di Cutigliano;TOS02004215;OD:TOS02004215;44.098219;10.751581;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998;2015
251;Ponte di Lucchio;TOS02004231;OD:TOS02004231;44.045525;10.717994;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998;2015
252;Chifenti;TOS02004255;OD:TOS02004255;44.007322;10.563969;NA;NA;Toscana;NA;2004;2012;NA;NA;NA;NA;NA;NA;1998;2015
253;Borgo a Mozzano;TOS02004271;OD:TOS02004271;43.979877;10.55151;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998;2015
254;Piaggione;TOS02004284;OD:TOS02004284;43.929399;10.51441;NA;NA;Toscana;NA;2004;2007;NA;NA;NA;NA;NA;NA;1998;2015
255;Mutigliano;TOS02004286;OD:TOS02004286;43.881763;10.484186;NA;NA;Toscana;NA;2006;2012;NA;NA;NA;NA;NA;NA;1998;2015
256;Monte S.Quirico;TOS02004291;OD:TOS02004291;43.859049;10.507925;NA;NA;Toscana;NA;2004;2012;NA;NA;NA;NA;NA;NA;2000;2015
257;Ponte Guido;TOS02004305;OD:TOS02004305;43.859119;10.436814;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998;2015
258;Ripafratta;TOS02004311;OD:TOS02004311;43.821073;10.414922;NA;NA;Toscana;NA;1999;2015;NA;NA;NA;NA;NA;NA;1998;2015
259;Pontetetto;TOS02004315;OD:TOS02004315;43.82343;10.494269;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998;2015
260;Ripafratta 2;TOS02004317;OD:TOS02004317;43.81876;10.414256;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011;2015
261;Vecchiano;TOS02004365;OD:TOS02004365;43.780526;10.398898;NA;NA;Toscana;NA;2004;2012;NA;NA;NA;NA;NA;NA;1998;2015
262;Bocca di Serchio;TOS02004369;OD:TOS02004369;43.781265;10.269991;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998;2015
264;Renaio;TOS03000278;OD:TOS03000278;44.108741;10.534051;NA;NA;Toscana;NA;NA;NA;NA;NA;2013;2015;2013;2015;NA;NA
265;Calamazza Siap;TOS03001246;OD:TOS03001246;44.201787;9.95104;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014;2014
289;Ponte Tura;TOS03002961;OD:TOS03002961;42.764698;11.166253;NA;NA;Toscana;NA;NA;NA;NA;NA;2013;2015;2013;2015;NA;NA
291;Roccalbegna;TOS03003019;OD:TOS03003019;42.788562;11.511635;NA;NA;Toscana;NA;NA;NA;2002;2015;NA;NA;NA;NA;NA;NA
292;Capanne;TOS03003041;OD:TOS03003041;42.685646;11.543856;NA;NA;Toscana;NA;NA;NA;2002;2015;NA;NA;NA;NA;NA;NA
293;Usi;TOS03003053;OD:TOS03003053;42.72401;11.463412;NA;NA;Toscana;NA;NA;NA;2002;2015;NA;NA;NA;NA;NA;NA
294;Torricelle;TOS03003063;OD:TOS03003063;42.642219;11.425443;NA;NA;Toscana;NA;NA;NA;2002;2015;NA;NA;NA;NA;NA;NA
295;Scansano;TOS03003071;OD:TOS03003071;42.689651;11.341806;NA;NA;Toscana;NA;NA;NA;2002;2015;NA;NA;NA;NA;NA;NA
296;Manciano;TOS03003079;OD:TOS03003079;42.584692;11.546264;NA;NA;Toscana;NA;NA;NA;2002;2015;NA;NA;NA;NA;NA;NA
298;S. Donato;TOS03003099;OD:TOS03003099;42.53373;11.230903;NA;NA;Toscana;NA;NA;NA;2003;2015;NA;NA;NA;NA;NA;NA
299;La Cura SP152 Siap;TOS03005571;OD:TOS03005571;42.941302;10.802116;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004;2014
300;Scarlino Siap;TOS03005577;OD:TOS03005577;42.940744;10.838918;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003;2015
301;Lepri Siap;TOS03005611;OD:TOS03005611;42.905018;11.038425;NA;NA;Toscana;NA;1953;1997;NA;NA;NA;NA;NA;NA;1998;2015
302;Sovata Siap;TOS03005615;OD:TOS03005615;42.896604;11.007039;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003;2015
303;Podere Nuovo Siap;TOS03005655;OD:TOS03005655;43.202541;11.453666;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004;2015
304;Montepescini Siap;TOS03005711;OD:TOS03005711;43.127074;11.301306;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003;2015
305;Petriolo Siap;TOS03005725;OD:TOS03005725;43.081181;11.300753;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005;2015
306;S. Angelo Cinigiano Siap;TOS03005781;OD:TOS03005781;42.960965;11.426519;NA;NA;Toscana;NA;2006;2006;NA;NA;NA;NA;NA;NA;2003;2015
307;Sasso d'Ombrone Siap;TOS03005792;OD:TOS03005792;42.934931;11.322468;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003;2014
308;Castellina Siap;TOS03005811;OD:TOS03005811;42.794408;11.240906;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004;2015
309;Podere Peretti Siap;TOS03005865;OD:TOS03005865;42.569511;11.234759;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004;2015
310;Ponte di Montemerano Siap;TOS03005881;OD:TOS03005881;42.639786;11.457597;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003;2015
311;Marsiliana Siap;TOS03005895;OD:TOS03005895;42.54592;11.337483;NA;NA;Toscana;NA;NA;NA;2012;2015;NA;NA;NA;NA;2004;2015
337;Magra a Piccatello;TOS09000001;OD:TOS09000001;44.384146;9.883384;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010;2015
340;Bagnone;TOS09000015;OD:TOS09000015;44.317473;9.983391;NA;NA;Toscana;NA;NA;NA;2008;2015;NA;NA;NA;NA;2010;2014
342;Licciana Nardi;TOS09000021;OD:TOS09000021;44.242671;10.003425;NA;NA;Toscana;NA;NA;NA;2010;2015;2013;2015;2013;2015;2012;2014
343;Pietra Piccata;TOS09000022;OD:TOS09000022;44.339638;9.823247;NA;NA;Toscana;NA;NA;NA;2012;2015;2013;2015;2013;2015;NA;NA
344;Bosco di Rossano;TOS09000023;OD:TOS09000023;44.30491;9.797503;NA;NA;Toscana;NA;NA;NA;2012;2015;2013;2015;2013;2015;NA;NA
345;Passo del Brattello;TOS09000024;OD:TOS09000024;44.456242;9.822936;NA;NA;Toscana;NA;NA;NA;2012;2015;2013;2015;2013;2015;NA;NA
346;Baccatoio;TOS09001000;OD:TOS09001000;43.924;10.226;NA;NA;Toscana;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011;2015
347;Passo della Cisa;TOS09001053;OD:TOS09001053;44.46639;9.920361;NA;NA;Toscana;NA;NA;NA;2008;2015;NA;NA;NA;NA;NA;NA
348;Patigno;TOS09001061;OD:TOS09001061;44.354709;9.764477;NA;NA;Toscana;NA;NA;NA;2007;2015;NA;NA;NA;NA;NA;NA
349;Pontremoli depuratore;TOS09001080;OD:TOS09001080;44.369246;9.883168;NA;NA;Toscana;NA;NA;NA;2007;2015;2013;2015;2013;2015;NA;NA
350;S. Giustina;TOS09001083;OD:TOS09001083;44.361703;9.896691;NA;NA;Toscana;NA;NA;NA;2011;2012;NA;NA;NA;NA;2011;2015
351;Rocca Sigillina;TOS09001088;OD:TOS09001088;44.366647;9.956091;NA;NA;Toscana;NA;NA;NA;2008;2015;NA;NA;NA;NA;NA;NA
352;Parana;TOS09001110;OD:TOS09001110;44.28417;9.864351;NA;NA;Toscana;NA;NA;NA;2007;2015;2013;2015;2013;2015;NA;NA
353;Villafranca;TOS09001120;OD:TOS09001120;44.291137;9.948586;NA;NA;Toscana;NA;NA;NA;2007;2015;2013;2015;2013;2015;NA;NA
354;Iera;TOS09001130;OD:TOS09001130;44.333288;10.033607;NA;NA;Toscana;NA;NA;NA;2007;2015;2013;2015;2013;2015;NA;NA
355;Comano;TOS09001143;OD:TOS09001143;44.303855;10.119607;NA;NA;Toscana;NA;NA;NA;2008;2015;2013;2015;2013;2015;NA;NA
356;Passo del Cerreto;TOS09001160;OD:TOS09001160;44.304268;10.216759;NA;NA;Toscana;NA;NA;NA;2007;2015;2010;2015;2010;2015;NA;NA
357;Turano - Pieve S. Paolo;TOS09001180;OD:TOS09001180;44.248632;10.153175;NA;NA;Toscana;NA;NA;NA;2007;2015;2013;2015;2013;2015;NA;NA
358;Mazzola;TOS09001200;OD:TOS09001200;44.213079;10.11782;NA;NA;Toscana;NA;NA;NA;2010;2015;2010;2015;2010;2015;NA;NA
359;Minucciano;TOS09001210;OD:TOS09001210;44.172257;10.209776;NA;NA;Toscana;NA;NA;NA;2007;2015;NA;NA;NA;NA;NA;NA
360;Equi Terme;TOS09001220;OD:TOS09001220;44.171028;10.151111;NA;NA;Toscana;NA;NA;NA;1937;2015;2013;2015;2013;2015;NA;NA
361;Soliera;TOS09001223;OD:TOS09001223;44.202382;10.062394;NA;NA;Toscana;NA;NA;NA;2011;2014;NA;NA;NA;NA;2010;2015
362;Tendola;TOS09001230;OD:TOS09001230;44.158176;10.034669;NA;NA;Toscana;NA;NA;NA;2007;2015;2013;2015;2013;2015;NA;NA
364;Calamazza;TOS09001246;OD:TOS09001246;44.201787;9.95104;NA;NA;Toscana;NA;2012;2013;NA;NA;NA;NA;NA;NA;2010;2015
365;Pontremoli Verdeno;TOS10000005;OD:TOS10000005;44.375872;9.875904;NA;NA;Toscana;NA;NA;NA;1921;2010;1970;2014;1970;2014;NA;NA
366;Rifugio Belvedere;TOS10000020;OD:TOS10000020;44.123611;10.122768;NA;NA;Toscana;NA;NA;NA;1968;1990;NA;NA;NA;NA;NA;NA
367;Castelpoggio;TOS10000030;OD:TOS10000030;44.114939;10.074241;NA;NA;Toscana;NA;NA;NA;1938;1986;NA;NA;NA;NA;NA;NA
368;Fossacava;TOS10000035;OD:TOS10000035;44.089756;10.163474;NA;NA;Toscana;NA;NA;NA;1951;1964;NA;NA;NA;NA;NA;NA
369;Carrara;TOS10000040;OD:TOS10000040;44.066663;10.077655;NA;NA;Toscana;NA;NA;NA;1921;2011;1991;2002;1991;2002;NA;NA
370;Fondone;TOS10000045;OD:TOS10000045;44.10299;10.189847;NA;NA;Toscana;NA;NA;NA;1951;1966;NA;NA;NA;NA;NA;NA
371;Casania;TOS10000050;OD:TOS10000050;44.076782;10.196988;NA;NA;Toscana;NA;NA;NA;1925;2000;NA;NA;NA;NA;NA;NA
372;Pian della Fioba;TOS10000055;OD:TOS10000055;44.057189;10.208793;NA;NA;Toscana;NA;NA;NA;1993;2002;1992;1993;1992;1993;NA;NA
373;Massa;TOS10000060;OD:TOS10000060;44.02502;10.140864;NA;NA;Toscana;NA;NA;NA;1924;2004;1942;1999;1942;1999;NA;NA
374;Massa;TOS10000062;OD:TOS10000062;44.034082;10.141306;NA;NA;Toscana;NA;NA;NA;2007;2015;NA;NA;NA;NA;NA;NA
375;Terrinca;TOS10000065;OD:TOS10000065;44.021974;10.272073;NA;NA;Toscana;NA;NA;NA;1960;1969;NA;NA;NA;NA;NA;NA
376;Retignano;TOS10000080;OD:TOS10000080;44.00502;10.271501;NA;NA;Toscana;NA;NA;NA;1931;2000;1951;1991;1951;1991;NA;NA
377;La Polla;TOS10000082;OD:TOS10000082;44.042724;10.235447;NA;NA;Toscana;NA;NA;NA;1956;1972;NA;NA;NA;NA;NA;NA
378;Seravezza;TOS10000084;OD:TOS10000084;43.995135;10.23184;NA;NA;Toscana;NA;NA;NA;1934;1941;NA;NA;NA;NA;NA;NA
379;Pietrasanta;TOS10000090;OD:TOS10000090;43.94094;10.237099;NA;NA;Toscana;NA;NA;NA;1924;2013;NA;NA;NA;NA;NA;NA
380;Forte dei Marmi;TOS10000100;OD:TOS10000100;43.962121;10.173445;NA;NA;Toscana;NA;NA;NA;1955;2001;NA;NA;NA;NA;NA;NA
381;Camaiore;TOS10000110;OD:TOS10000110;43.940913;10.314515;NA;NA;Toscana;NA;NA;NA;1951;1987;NA;NA;NA;NA;NA;NA
382;Camaiore I Frati;TOS10000115;OD:TOS10000115;43.938301;10.294074;NA;NA;Toscana;NA;NA;NA;1989;2015;NA;NA;NA;NA;NA;NA
383;Massarosa;TOS10000118;OD:TOS10000118;43.874397;10.343733;NA;NA;Toscana;NA;NA;NA;1924;1941;NA;NA;NA;NA;NA;NA
384;Massaciuccoli (Lago);TOS10000119;OD:TOS10000119;43.823906;10.311012;NA;NA;Toscana;NA;NA;NA;1938;1986;NA;NA;NA;NA;NA;NA
385;Massaciuccoli (Paese);TOS10000120;OD:TOS10000120;43.843187;10.356156;NA;NA;Toscana;NA;NA;NA;1975;2003;NA;NA;NA;NA;NA;NA
386;Casa Rossa;TOS10000122;OD:TOS10000122;43.823131;10.369444;NA;NA;Toscana;NA;NA;NA;1951;1970;NA;NA;NA;NA;NA;NA
387;Capannone;TOS10000124;OD:TOS10000124;43.799969;10.356235;NA;NA;Toscana;NA;NA;NA;1932;1941;NA;NA;NA;NA;NA;NA
389;Torre del Lago;TOS10000130;OD:TOS10000130;43.83322;10.307485;NA;NA;Toscana;NA;NA;NA;1954;1996;NA;NA;NA;NA;NA;NA
390;Torre del Lago (Serra);TOS10000132;OD:TOS10000132;43.834134;10.296024;NA;NA;Toscana;NA;NA;NA;1995;1998;NA;NA;NA;NA;NA;NA
391;Viareggio (Bonifica);TOS10000138;OD:TOS10000138;43.875797;10.275743;NA;NA;Toscana;NA;NA;NA;1926;2006;1995;2001;1995;2001;NA;NA
392;Viareggio;TOS10000140;OD:TOS10000140;43.883021;10.241975;NA;NA;Toscana;NA;NA;NA;1921;1994;1951;1994;1951;1994;NA;NA
393;Poggio Grosso;TOS10000142;OD:TOS10000142;43.800052;10.294703;NA;NA;Toscana;NA;NA;NA;1932;1941;NA;NA;NA;NA;NA;NA
394;Troncolo;TOS10000144;OD:TOS10000144;43.781559;10.321395;NA;NA;Toscana;NA;NA;NA;1932;1991;NA;NA;NA;NA;NA;NA
395;Migliarino Pisano;TOS10000150;OD:TOS10000150;43.770091;10.324249;NA;NA;Toscana;NA;NA;NA;1953;1987;1985;1986;1985;1986;NA;NA
396;Capanne di Sillano;TOS10000160;OD:TOS10000160;44.258034;10.309084;NA;NA;Toscana;NA;NA;NA;1924;1987;NA;NA;NA;NA;NA;NA
397;Sillano;TOS10000170;OD:TOS10000170;44.224154;10.297416;NA;NA;Toscana;NA;NA;NA;1924;1981;NA;NA;NA;NA;NA;NA
398;Metello;TOS10000172;OD:TOS10000172;44.241432;10.3463;NA;NA;Toscana;NA;NA;NA;1951;1955;NA;NA;NA;NA;NA;NA
399;Magliano a Mattino;TOS10000174;OD:TOS10000174;44.221458;10.258334;NA;NA;Toscana;NA;NA;NA;1951;1955;NA;NA;NA;NA;NA;NA
400;Nipoiana;TOS10000175;OD:TOS10000175;44.122611;10.273856;NA;NA;Toscana;NA;NA;NA;1958;1972;NA;NA;NA;NA;NA;NA
401;Orto di Donna;TOS10000178;OD:TOS10000178;44.136946;10.197155;NA;NA;Toscana;NA;NA;NA;1924;1964;NA;NA;NA;NA;NA;NA
